TreeDepth,PID,Process,Created,Parent,Start VPN,End VPN,Also flagged by malfind,Protection,Private,VAD Tag,CommitCharge,PE ImageSize,PE Compile Time,PE Sections,PE Type,Exports,SHA-256,Entropy,Confidence,File output,ATT&CK Technique,Reason

