TreeDepth,PID,Process,Created,Parent,Start VPN,End VPN,Also flagged by malfind,Protection,Private,VAD Tag,CommitCharge,PE ImageSize,PE Compile Time,PE Sections,PE Type,Exports,SHA-256,Entropy,Confidence,File output,ATT&CK Technique,Reason
0,880,svchost.exe,2023-02-13 17:54:16.000000 UTC,services.exe (660),0x980000,0x988fff,True,PAGE_EXECUTE_READWRITE,Yes,VadS,9,33017,2008-08-12 16:42:46 UTC,"5: .text, .rdata, .data, .reloc, .bdata (5/5 resident)",DLL (x86),"ConfAllocGetTextByNameA, ConfAllocGetTextByNameW, ConfGetListNodeByName, ConfGetNodeByName, ConfGetNodeTextA, ConfGetNodeTextW, ConfGetPlgNode, ConfGetRootNode, DownloadFile, PlgSendEvent ... (+4 more)",8638ab1e5f9ba4cffc66400d36d47f7805733fae828a0cace9421d0bd83eaefa,3.9001,80,Disabled,T1620,"MZ/PE not in any loader list, no backing file; ImageSize=0x80f9 (112% resident); sections readable: 5/5; compiled 2008-08-12 16:42:46 UTC; 5 section(s); exports: ConfAllocGetTextByNameA, ConfAllocGetTextByNameW, ConfGetListNodeByName, ConfGetNodeByName, ConfGetNodeTextA, ConfGetNodeTextW, ConfGetPlgNode, ConfGetRootNode, DownloadFile, PlgSendEvent ... (+4 more); entropy=3.90"

