TreeDepth,PID,Process,Created,Parent,Start VPN,End VPN,Also flagged by malfind,Protection,Private,ATT&CK Technique,Reason
0,880,svchost.exe,2023-02-13 17:54:16.000000 UTC,services.exe (660),0x980000,0x988fff,True,PAGE_EXECUTE_READWRITE,Yes,T1620,Valid MZ/PE header; absent from InLoad/InInit/InMem; no backing file

