TreeDepth,PID,Process,Start VPN,End VPN,Also flagged by malfind,ATT&CK Technique,Reason
0,444,powershell.exe,0x223fe710000,0x223fe710fff,False,T1620,Valid MZ/PE header; absent from InLoad/InInit/InMem; no backing file

