TreeDepth,PID,Process,Created,Parent,Start VPN,End VPN,Also flagged by malfind,ATT&CK Technique,Reason
0,444,powershell.exe,2026-08-16 08:54:25.000000 UTC,explorer.exe (4728),0x223fe710000,0x223fe710fff,False,T1620,Valid MZ/PE header; absent from InLoad/InInit/InMem; no backing file

